Date,Open,High,Low,Close,Volume
22-02-2024 04:00,51612.1,51672.6,51376.7,51468.4,6136.17
22-02-2024 05:00,51468.4,51720,51455.5,51558.8,7030.45
22-02-2024 06:00,51558.7,51845,51558.7,51799.1,7148.493
22-02-2024 07:00,51799.1,51949.1,51686.7,51860.6,9199.405
22-02-2024 08:00,51860.6,51985.5,51701,51913.5,10570.754
22-02-2024 09:00,51913.5,52078,51722.7,51978.9,11376.111
22-02-2024 10:00,51978.9,51979,51611,51722.6,8918.529
22-02-2024 11:00,51722.6,51732.8,51555.7,51659.2,7286.14
22-02-2024 12:00,51659.1,51766,51452.3,51558.8,8675.841
22-02-2024 13:00,51558.8,51586.8,50967.5,51193.4,24884.128
22-02-2024 14:00,51193.3,51456,51087.8,51405,15884.105
22-02-2024 15:00,51405.1,51719.3,51318,51630,15815.626
22-02-2024 16:00,51630,51785.8,51424,51511.4,11435.696
22-02-2024 17:00,51511.5,51774.7,51478.2,51725.7,7669.865
22-02-2024 18:00,51725.7,51756.9,51521.5,51747.3,5360.776
